name,rating,review_time,variant,comment,like_count
Clement,5,Lebih dari 1 tahun lalu,,"Barang Ok, sesuai dengan deskripsi. Namun kurir yang dipakai untuk pengiriman lambat",0
D***n,5,Lebih dari 1 tahun lalu,,"Barang datang ditujuan dengan aman, penggunaan tidak ngelag, tetapi kualitas gambar kurang tajam overall keren dah",0
R***e,5,Lebih dari 1 tahun lalu,,"Paket sampai dengan baik, barang berfungsi sebagaimana mestinya",0
Taufiq,5,Lebih dari 1 tahun lalu,,"barang mantap, pengiriman cepat, admin responsif...",0
Thomas,5,Lebih dari 1 tahun lalu,,"Bagus TV nya, harga terbaik, packing aman dan pengiriman lancar",0
Yopan,5,Lebih dari 1 tahun lalu,,"Sesuai dengan pesanan gambar jernih, pemgiriman sangat cepat Terimakasih.",0
Rudy,5,Lebih dari 1 tahun lalu,,"barang sesuai diskripsi, seller official agak kurang gercep kirim nya",0
Rachmad,5,Lebih dari 1 tahun lalu,,"TV Xiaomi bagus. Banyak kena chanel TV nya.
Aplikasi Netflix saya pakai untuk nonton film. Normal dan bagus.",0
Bagas,5,Lebih dari 1 tahun lalu,,"sampai dengan selamat berfungsi dengan baik , nice xiaomi tv",0
K***n,5,Lebih dari 1 tahun lalu,,"barang ori, bagus, layar jernih, suara bagus bngt kaya di bioskop",0
c***a,5,Lebih dari 1 tahun lalu,,"bardng asli, proses dan pengiriman cepat packing aman dan berfungsi dg baik",0
JAENAL,5,Lebih dari 1 tahun lalu,,"Barang sesuai dengan spesifikasi yang dicantumkan, sangat amanah..... Semoga tidak ada kendala
MANTAP👍👍👍👍👍👍👍",0
Yahya,5,Lebih dari 1 tahun lalu,,"Barang original, cepat juga pengiriman. Mantapp shipper dan ekspedisinya",0
teguh,5,Lebih dari 1 tahun lalu,,"kualitas bagus, suara jernih, barang sampai dengan selamat, meskipun tanpa packing kayu, semoga awet,",1
khoirul,5,Lebih dari 1 tahun lalu,,"barang aman sampai tujuan, original, Alhamdulillah bagus juga 👍",0
I***m,5,Lebih dari 1 tahun lalu,,sempat mau ambil merk sebelah setelah lihat berbagai review akhirnya yakin beli ini,1
p***a,5,Lebih dari 1 tahun lalu,,"Mantap, akan update bintang setelah sebulan ga ada masalah",5
abu,5,Lebih dari 1 tahun lalu,,Oya klo buat tv digital harus pake set box ga yah🙏,0
Antonius,5,Lebih dari 1 tahun lalu,,Proses kirimnya sedikit drama tapi puas dengan customer servicenya!! Makasih banyak barang sampai dengan selamat dan tepat waktu🫶🏻,0
Ridwan,5,Lebih dari 1 tahun lalu,,"packing aman, suara dan gambar ciamik, overall bagus, thanks",0
Nugroho,5,Lebih dari 1 tahun lalu,,mantapppp cepat secepat kilat dan barang berfungsi,0
N***a,5,Lebih dari 1 tahun lalu,,"Pengiriman cepat , kualitas bagus , CS nya gercep . Bikin nyaman belanja nya .. puaaassss",0
razi,5,Lebih dari 1 tahun lalu,,barang terpacking rapih dan berfungsi sesuai iklannya..,0
mig,5,Lebih dari 1 tahun lalu,,"produknya bagus, tidak ada kendala, gampang settingnya, jernih",0
Ata,5,Lebih dari 1 tahun lalu,,"cepet banget sampe nya... TV nya baguuuuus... thanks seller, thanks mas kurir..",0
Ardianto,5,Lebih dari 1 tahun lalu,,"barang original Xiaomi 
sampe Dengan aman dan tidak ada kendala Alhamdulillah 
terimakasih",0
Susan,5,Lebih dari 1 tahun lalu,,Barang original dan diterima dgn baik. Sudah dicoba dan berfungsi dgn baik.,0
N***N,5,Lebih dari 1 tahun lalu,,"layar tdk setajam ssg or lg,tp cukup ok,suara jg ok",0
J***i,5,7 bulan lalu,Varian: A 32 Pro,jos mantap pol,0
Aydier,5,9 bulan lalu,Varian: A 32 Pro,"Barang dh sampai dengan baik dan berfungsi
terimakasih untuk kurirnya",1
Haryoko,5,9 bulan lalu,Varian: A 32 Pro,"Barang sudah sesuai deskripsi, aman tiba di tujuan. Terima kasih",0
Dian,5,9 bulan lalu,Varian: A 32 Pro,barang sudah diterima walaupun sayang waktu delivery nya lambat sekali... mudah2an jd bahan perbaikan ke depan nya...,0
Tri,5,5 bulan lalu,,"mantap, barang original ekspedisi ok banget dan bergaransi",0
Yono,5,7 bulan lalu,Varian: A 32 Pro,"barang sesuai mudah di operasikan. 
resseler respon cepat.",0
Abdul,5,6 bulan lalu,,Barang sesuai pengiriman jg sesuai estimasi kurir jg ramah 👍,0
T***r,5,2 hari lalu,Varian: NEW! TV A 32 Pro 2026,"Jos, barang bagus. Semoga awet aamiin. Pengiriman jg cepat, pakai kargo cuma 24 jam.",0
Widiyanto,5,1 bulan lalu,Varian: NEW! TV A 32 Pro 2026,"Makasih min, kualitas barang bagus sesuai sama yg di inginkan",0
Sadikin,5,3 minggu lalu,Varian: NEW! TV A 32 Pro 2026,barang sesuai dengan spek pengiriman dari outlet cepat satset.. kurir ramah dan baik.. semangat teruss,0
Taudin,5,9 bulan lalu,Varian: A 32 Pro,"Mantap, cepat dikirim, gambar jernih, Terima kasih seller & Toped",0
aditya,5,11 bulan lalu,Varian: A 32 Pro,"ok, kualitas baik

cmn sayang pihak si cepat lelet banget",1
Anita,5,10 bulan lalu,Varian: A 32 Pro,"barang oke, hanya sayang aja admin nya gak responsif. di chat ga dibales sama sekali. barang delay sampe 2 hari baru di pickup. untungnya barang tetep oke. tolong diperba...",0
Ratna,5,7 bulan lalu,Varian: A 32 Pro,Packingnya aman rapih banget. pengoperasian mudah. Cakep tampilan TV nya,0
Didin,5,10 bulan lalu,Varian: A 32 Pro,"ga kecewa beli di ofisial store,pengiriman juga cepat banget,jne oke .terimakasih tokopedia dan store,dan kulir",2
P***i,5,Lebih dari 1 tahun lalu,,"Jozzz....TV nya manteppp. Simpel.
Recommended....",0
E***P,5,Lebih dari 1 tahun lalu,,"mantap, pesan jam 2 siang, jam 8 pagi dah nyampe",0
Ratu,5,11 bulan lalu,,"Pengiriman cepat, packing aman, harga dan kualitas produk sesuai",0
S***a,5,4 bulan lalu,,"Pengiriman lebih cepat dari perkiraan , packaging rapi dan aman. Semoga barangnya juga bagus dan awet.",0
Qorib,5,Lebih dari 1 tahun lalu,,mantaappppppp,1
Yasir,5,Lebih dari 1 tahun lalu,,menyala bosq,3
R***i,5,Lebih dari 1 tahun lalu,,mantap bagus,1
O***a,5,3 bulan lalu,,"barang original dan sampai dengan aman walaupun tanpa packing kayu
xiaomi emang mantap
dpt hrg promo 1,3 an hehehe
sukses selalu ya xiaomi dan tokped 😁",0
Sulistiyono,5,4 bulan lalu,,"Barang original, pengiriman cepat dan diskonnya luar biasa .. saya hanya bayar 1,6 jt untuk barang seharga 1,9 jt .. sering-sering aja baik hati kayak gini ya kak .. 😁",0
Hendris,5,10 bulan lalu,Varian: A 32 Pro,"Barang original. Dapat garansi resmi,installnya juga mudahh. Semua berfungsi dengan baik.Mantappp.!!!",1
Roby,5,11 bulan lalu,Varian: A 32 Pro,"tv sudah diterima kondisi dengan baik, sdh di coba dan bagus semua berfungsi. pengiriman cepat. semoga awet",0
Luthfi,5,9 bulan lalu,Varian: A 32 Pro,lumayan puass,0
Imam,5,Lebih dari 1 tahun lalu,,"Sudah diterima, sesuai pesanan, terima kasih ...",0
A***e,2,11 bulan lalu,,Remote nya rusak tidak bisa di gunakan,4
Deni,5,8 bulan lalu,Varian: A 32 Pro,mantap sampe di tujuan.dengan waktu lebih cepat,0
Joko,5,9 bulan lalu,Varian: A 32 Pro,mantap 👍,1
sunarto,5,Lebih dari 1 tahun lalu,,"ok.. bagus, sesuai deskripsi.. pengiriman cepat",0
Nathan,1,Lebih dari 1 tahun lalu,,"respon penjual kurang baik, ada kendala di barang, barang sudah rusak kenapa masih dikirim alhasil terjadi proses retur dan klaim yang mana menambah cosz pengeluaran saya...",31
r***i,5,9 bulan lalu,Varian: A 32 Pro,alhamdulillah toko amanah tv nya sesuai pesanan,0
arsya,1,1 bulan lalu,Varian: A 32 Pro,"layar hanya hitam muncul garis garis putih tapi suara ada ?

bagaimana saya claim garansi ?

baru 7 bulan sudah bermasalah",2
Wendi,5,1 bulan lalu,Varian: NEW! TV A 32 Pro 2026,Bagusss…,0
M***d,5,6 bulan lalu,Varian: A 32 Pro,mantapppp,0
M***d,5,2 bulan lalu,Varian: NEW! TV A 32 Pro 2026,Hooh Tenan,2
Wuri,5,8 bulan lalu,Varian: A 32 Pro,Semua ok…..sesuai spesifikasi pengiriman ok,0
sandika,5,Lebih dari 1 tahun lalu,,barang original kualitas tidak diragukan lagi,2
anisa,5,Hari ini,Varian: NEW! TV A 32 Pro 2026,mantaaap,0
fauzan,5,7 bulan lalu,Varian: A 32 Pro,"jernih mantap pokoknya dengan harga segitu,",0
Riza,5,Lebih dari 1 tahun lalu,,Mantapp,1
Muhammad,5,2 minggu lalu,Varian: NEW! TV A 32 Pro 2026,sesuai,2
Sukiyo,5,9 bulan lalu,Varian: A 32 Pro,unit aman walaupun hanya pake bublewrap...,0
I***u,5,Lebih dari 1 tahun lalu,,"barang sampai dengan selamat, terimakasih.",0
Shemi,5,Lebih dari 1 tahun lalu,,"original dan barang sampai dg aman, mantap",0
I***n,5,Lebih dari 1 tahun lalu,,mantep,2
Supranto,5,2 bulan lalu,Varian: NEW! TV A 32 Pro 2026,"mantap.. 
original
gambar tajam dan jelas",0
rafli,5,Lebih dari 1 tahun lalu,,terharu bisa beliin TV baru buat ibu🥺,3
Lie,5,Lebih dari 1 tahun lalu,,Terima kasih atas pelayanan yang baik.,0
Panji,5,Lebih dari 1 tahun lalu,,oke,0
Imam,5,Lebih dari 1 tahun lalu,,"barang sesuai, pengiriman sangat cepat",0
rusdi,5,5 bulan lalu,,"mantaap berfungsi dan sesuai harapan,",0
danwin,5,Lebih dari 1 tahun lalu,,produk oke banget buat harga ekonomis,0
pramada,5,Lebih dari 1 tahun lalu,,Tv diterima dan berfungsi dengan baik,0
Muhammad,5,Lebih dari 1 tahun lalu,,Barang aman sampe tujuan qualitas oke,0
Sopian,5,3 minggu lalu,Varian: NEW! TV A 32 Pro 2026,official store memang nyaman belanja,0
BUNASA,5,Lebih dari 1 tahun lalu,,"sesuai deskripsi, original dan bagus",0
Ibrahim,4,1 bulan lalu,Varian: NEW! TV A 32 Pro 2026,agak deg-degan karena dibungkus cuma pakai buble wrap,0
T***a,4,Lebih dari 1 tahun lalu,,"ok sudah datang dengan selamat, semoga awet. thanks tim Xiaomi Indonesia dan kurir anteraja 👍👍👍",0
liiks,5,Lebih dari 1 tahun lalu,,mudah mudahan aman belum di unboxing,0
M***d,5,Lebih dari 1 tahun lalu,,pengiriman cepat dan mantap hasilnya,0
h***g,4,Lebih dari 1 tahun lalu,,"Barang aman , tetapi pengiriman telat 1 hari, kalau bisa harus lebih tepat waktu",0
anang,5,5 bulan lalu,,mantapp barang berfungsi dengan baik,0
kiki,5,2 bulan lalu,Varian: NEW! TV A 32 Pro 2026,"barang original,penjual respon cepat",0
Ochiem,5,Lebih dari 1 tahun lalu,,"Sesuai, sampai dengan selamat 👍",0
E***i,5,Lebih dari 1 tahun lalu,,barang sesuai dengan yg diinginkan,0
a***g,5,8 bulan lalu,Varian: A 32 Pro,Pengiriman cepat dan barang bagus,0
D***i,5,9 bulan lalu,Varian: A 32 Pro,"terima kasih, pelayanannya cepat",0
Bobby,5,Lebih dari 1 tahun lalu,,barang ori mantap. semoga awet,0
M***i,5,9 bulan lalu,Varian: A 32 Pro,bagus..sesuai..semoga awet ya...,0
Ari,4,8 bulan lalu,Varian: A 32 Pro,"Barang diterima dengan baik, penjual juga responsif tapi kendala hanya pada expedisi yang kurang memuaskan masa barang datang 20 hari setelah pesen",1
Bewen,1,12 bulan lalu,,"Barang yg dikirim tanpa remote, dan tanpa baut. Udah di komplain blm direspond",2
Siti,5,Lebih dari 1 tahun lalu,,"Barang bagus, pengeriman cepet",0
Hadi,4,5 bulan lalu,,"Pelayanan toko sih oke banget, product juga udah ga diragukan krn xiaomi. Cuman pemilihan expedisi utk kargo yg perlu di pertimbangkan lagi. lama banget. thanks",0
Edi,5,11 bulan lalu,,mantap barang keren👍👍👍,0
Lica,1,Lebih dari 1 tahun lalu,,Kalau saja cs tokped informatif dan bisa ngarahin kemana bida klaim garansi. Saya ga akan kasih bintang 1,7
Arjun,1,Lebih dari 1 tahun lalu,,"BARANG YANG DI TRIMA RUSAK, LCD PECAH TOKO TDK ADA SOLUSI DAN TDK BERTANGGUNG JAWAB ATAS BARANG RUSAKNYG SAYA TERIMA, SAYA HANYA DI ARAHKAN UTK MENGISI KLAIM BRANG RUSAK...",33
B***o,5,3 minggu lalu,Varian: NEW! TV A 32 Pro 2026,"pengiriman cepat, bagus 👍",0
Tugiono,5,2 bulan lalu,Varian: NEW! TV A 32 Pro 2026,barang bagus sesuai mantaps,0
Dwi,5,Lebih dari 1 tahun lalu,,Barang Mantappp Terimakasih,0
Muhammad,5,Lebih dari 1 tahun lalu,,barang sdh sesuai deskripsi,0
W***a,5,8 bulan lalu,Varian: A 32 Pro,Ibu saya suka terima kasih,0
Agus,5,2 bulan lalu,Varian: NEW! TV A 32 Pro 2026,biar bintang yg berbicara,0
Muhammad,5,10 bulan lalu,Varian: A 32 Pro,barang sampai dgn selamat,0
Laurence,5,1 bulan lalu,Varian: NEW! TV A 32 Pro 2026,Barang kualitasnya bagus.,0
dio,5,9 bulan lalu,Varian: A 32 Pro,kiriman cepet barang aman,0
G***i,5,Lebih dari 1 tahun lalu,,"barang original, harga ok",0
B***a,5,1 bulan lalu,Varian: NEW! TV A 32 Pro 2026,"Bagus, sesuai harga. TOP",0
Dwi,5,Lebih dari 1 tahun lalu,,tv nya bagus saya suka.,0
i***i,5,10 bulan lalu,Varian: A 32 Pro,Sesuai. packing aman.,0
Septian,3,Lebih dari 1 tahun lalu,,"respon nya kurang ,
remote nya rusak tidak berfungsi,
udah complain tapi g ad solusinya",1
R***t,5,1 bulan lalu,Varian: NEW! TV A 32 Pro 2026,blm di coba semoga aman,0
S***q,5,9 bulan lalu,Varian: A 32 Pro,"Mantappp, Semoga awet",0
A***a,5,Lebih dari 1 tahun lalu,,bagus sesuai trims,0
Judoot,5,Lebih dari 1 tahun lalu,,"Barang oke, thankyouu",0
R***u,5,Lebih dari 1 tahun lalu,,Bagus kak terimakasih,1
D***i,5,Lebih dari 1 tahun lalu,,"barang sesuai, Mantap",0
Muhammad,5,5 bulan lalu,,memuaskan....thanks,0
T***A,5,2 hari lalu,Varian: NEW! TV A 32 Pro 2026,cakep bgt gambarnya,0
tongkito,5,1 bulan lalu,Varian: NEW! TV A 32 Pro 2026,antek antek Aseng,0
Dodysesa,5,8 bulan lalu,Varian: A 32 Pro,bagus dan original,0
tongkito,5,1 bulan lalu,Varian: NEW! TV A 32 Pro 2026,cairkan thr kami,0
habdi,5,Lebih dari 1 tahun lalu,,"mantap,bergaransi",2
deni,5,1 bulan lalu,Varian: TV A 32 Pro 2025,tv nyaa bagusss,0
kholilah,5,Lebih dari 1 tahun lalu,,barang oke bagus,0
bagas,5,4 bulan lalu,,semoga awet mantap,0
Yugi,5,Lebih dari 1 tahun lalu,,Produk bagus...,0
meita,4,Lebih dari 1 tahun lalu,,Baru mau pasang belum di coba,0
J***h,5,Lebih dari 1 tahun lalu,,Barang sesuai!,0
M***y,5,4 bulan lalu,,mantap gan,0
tongkito,5,1 bulan lalu,Varian: NEW! TV A 32 Pro 2026,hidup jokiwir,0
Lili,5,2 minggu lalu,Varian: NEW! TV A 32 Pro 2026,original,0
Jp,5,1 bulan lalu,Varian: NEW! TV A 32 Pro 2026,Barang mantap,0
s***d,5,6 bulan lalu,,ok bagus,3
r***i,5,Lebih dari 1 tahun lalu,,barang bgs,0
Aksar,5,Lebih dari 1 tahun lalu,,barang ori,0
Afsheen,5,6 bulan lalu,Varian: A 32 Pro,TOP BGT,0
F***d,5,1 minggu lalu,Varian: NEW! TV A 32 Pro 2026,mantap.,0
AHY,5,1 minggu lalu,Varian: NEW! TV A 32 Pro 2026,mantaps,0
tongkito,5,2 bulan lalu,Varian: NEW! TV A 32 Pro 2026,mantaps,0
Sigit,5,5 bulan lalu,,mantul,0
yogi,5,Lebih dari 1 tahun lalu,,goodd,0
tongkito,5,1 bulan lalu,Varian: NEW! TV A 32 Pro 2026,oke aja,0
C***a,5,Lebih dari 1 tahun lalu,,Mantap...,0
galih,5,11 bulan lalu,Varian: A 32 Pro,mantap,0
AHY,5,2 bulan lalu,Varian: NEW! TV A 32 Pro 2026,mantap,0
tongkito,5,2 bulan lalu,Varian: NEW! TV A 32 Pro 2026,pancen oyee,0
I***a,5,Lebih dari 1 tahun lalu,,ori bagus,0
tongkito,5,1 minggu lalu,Varian: NEW! TV A 32 Pro 2026,ntaps,0
B***i,5,3 minggu lalu,Varian: NEW! TV A 32 Pro 2026,cakep,0
Farid,2,Lebih dari 1 tahun lalu,,"klaim asuransi sangat lama, hampir 1 bulan, tokopedia lama menanggapi, keamanan pengiriman dari xiaomi juga pake bubble aja, komplain dilempar ke ekspedisi, ekspedisi dil...",2
Tito,5,Lebih dari 1 tahun lalu,,😇👍,0
Muhhamad,5,10 bulan lalu,Varian: A 32 Pro,bagus,0
ircham,5,Lebih dari 1 tahun lalu,,mantapp,0
Anaknya,5,Lebih dari 1 tahun lalu,,goodjob,0
Jimmy,5,Lebih dari 1 tahun lalu,,mantap,0
Deni,5,Lebih dari 1 tahun lalu,,keren,0
Dyas,5,Lebih dari 1 tahun lalu,,ok,0
Nur,1,11 bulan lalu,Varian: A 32 Pro,"Barang memang sudah sampai, tapi masalahnya tolong di tingkatkan lagi komunikasi antara pembeli dan penjual. Chat sama sekali tidak di balas dari hari H hingga sekarang....",3
Krisjaya,5,Lebih dari 1 tahun lalu,,Top bgt,0
A***s,5,11 bulan lalu,Varian: A 32 Pro,"Barang sesuai yg dipesan. Proses cepat. 
Layar TV sempat ada bagian screen putih di tengah, tapi setelah di lap dengan kain, layar normal kembali. Sempat chat tanya ke to...",0
HESTI,5,Lebih dari 1 tahun lalu,,barang original,1
adil,5,Lebih dari 1 tahun lalu,,barang bagus,0
d***i,5,Lebih dari 1 tahun lalu,,"barang tiba dengan selamat, berfungsi normal jos, semoga awet",2
w***k,4,Lebih dari 1 tahun lalu,,mantap... sesuai deskripsi... respon cepat,0
Rifqi,5,Lebih dari 1 tahun lalu,,original,0
Swastika,5,Lebih dari 1 tahun lalu,,"barang bagus, semua berfungsi dengan baik. harga mantap",0
M***S,5,Lebih dari 1 tahun lalu,,bantal yang tidak ada yang telah berpartisipasi dalam bahasa Inggris yang telah ditebang,1
Wendy,5,Lebih dari 1 tahun lalu,,"Packing bagus, barang bagus, kualitas sesuai dengan harganya",0
lyo,5,Lebih dari 1 tahun lalu,,"barang bagus... kualitas juga mantap pas beli ada update 1,6 gb tapi worth it sih",3
Sandy,5,Lebih dari 1 tahun lalu,,Mantap pengiriman aman dan kualitas bagus😁 (maaf baru ngulas),4
Imam,5,4 bulan lalu,,terbaik emang xiaomi,0
Shidik,5,4 bulan lalu,,"Proses cepat, produk sesuai deskripsi, kualitas oke.. tapi sempat khawatir pas barang datang karena hanya pake bublewrap, karena biasanya kalau elektronik besar pake pale...",0
Andy,5,3 bulan lalu,,"barang nya mantap. 
sudah dicoba untuk nonton YouTube, kemudian nonton file dari HD Eksternal, dan main Game PS dari HDMI nya. Recomended banget",0
t***o,5,1 bulan lalu,Varian: NEW! TV A 32 Pro 2026,boleh aja buat para penggemar gaya Harajuku style,0
A***m,5,1 bulan lalu,Varian: NEW! TV A 32 Pro 2026,"lumayan bagus di kelas harganya, syang RAM kecil",0
Aris,5,1 bulan lalu,Varian: NEW! TV A 32 Pro 2026,belum dibuka terimakasih,0
moh,5,2 bulan lalu,Varian: NEW! TV A 32 Pro 2026,ok,0
agus,5,Lebih dari 1 tahun lalu,,"barang ORI,mudah penggunaan nya, barang nya sesuai deskripsi bagus, pengiriman aman",0
Ali,5,4 bulan lalu,,TV nya Bagus DTS SOUND Bezel tipis,3
Rony,5,1 bulan lalu,Varian: NEW! TV A 32 Pro 2026,"Harga bagus, barang juga sesuai",0
Muhamad,5,2 bulan lalu,Varian: TV A 32 Pro 2025,Thank admin . Beli yang ke 2 kali nya . Respons cepat pengiriman cepat,0
A***i,5,2 bulan lalu,Varian: TV A 32 Pro 2025,barang original dan bergaransi resmi. alhamdulillah sejauh ini tidak ada kendala... semoga awet,0
Mriyadulkhoer,5,1 bulan lalu,Varian: NEW! TV A 32 Pro 2026,"Alhamdulillah 
Mendarat dengan selamat dan baik 
Mantap",0
saefuloh,5,2 bulan lalu,Varian: NEW! TV A 32 Pro 2026,barang sudah diterima dengan aman produk 100% original,3
Erlinda,5,2 bulan lalu,Varian: NEW! TV A 32 Pro 2026,"barang okee bangett, sesuai keinginan
packingnya ga pake kayu tapi aman banget smpe tmpt❤️‍🔥",6
Erik,5,2 bulan lalu,Varian: NEW! TV A 32 Pro 2026,"layaknya Smartphone yg gak pake kuota, sama halnya ini SmartTV yg gak pake koneksi internet (WiFi rumah), cuma untuk siaran TV Digital (D-TV) pake Antena.
berjalan normal...",2
M***d,5,2 bulan lalu,Varian: NEW! TV A 32 Pro 2026,Kualitas produk baik,0
